Algorithm,Time (seconds),Cost,Path,Cost length?,Start Point,Goal Point
lazy_theta_star,0.0004845840,13.042054445773278,3,25,"(14, 11)","(23, 20)"
a_star,0.0066435420,51.21320343559643,46,425,"(46, 1)","(1, 6)"
dijkstra,0.0186748750,51.21320343559641,46,1266,"(46, 1)","(1, 6)"
theta_star,0.0088369590,48.22634122983254,4,337,"(46, 1)","(1, 6)"
jps,0.0041955000,51.213203435596434,9,16,"(46, 1)","(1, 6)"
lazy_theta_star,0.0091402080,48.22634122983254,4,341,"(46, 1)","(1, 6)"
a_star,0.0000223750,1.4142135623730951,2,2,"(31, 24)","(30, 23)"
dijkstra,0.0000811250,1.4142135623730951,2,6,"(31, 24)","(30, 23)"
theta_star,0.0000230840,1.4142135623730951,2,2,"(31, 24)","(30, 23)"
jps,0.0002184160,1.4142135623730951,2,2,"(31, 24)","(30, 23)"
lazy_theta_star,0.0000252500,1.4142135623730951,2,2,"(31, 24)","(30, 23)"
a_star,0.0047149170,45.89949493661167,44,305,"(47, 8)","(4, 15)"
dijkstra,0.0173377920,45.89949493661166,44,1176,"(47, 8)","(4, 15)"
theta_star,0.0015708340,43.581329788240254,3,57,"(47, 8)","(4, 15)"
jps,0.0048645410,45.89949493661167,9,18,"(47, 8)","(4, 15)"
lazy_theta_star,0.0012003750,43.581329788240254,3,57,"(47, 8)","(4, 15)"
a_star,0.0002060840,10.899494936611667,9,14,"(28, 4)","(21, 12)"
dijkstra,0.0029520000,10.899494936611667,9,199,"(28, 4)","(21, 12)"
theta_star,0.0002257920,10.63014581273465,2,10,"(28, 4)","(21, 12)"
jps,0.0010011250,10.899494936611665,4,4,"(28, 4)","(21, 12)"
lazy_theta_star,0.0001850830,10.63014581273465,2,10,"(28, 4)","(21, 12)"
a_star,0.0003864160,12.485281374238573,11,28,"(31, 5)","(37, 15)"
dijkstra,0.0043055420,12.485281374238573,11,269,"(31, 5)","(37, 15)"
theta_star,0.0003923750,11.788289044567353,3,18,"(31, 5)","(37, 15)"
jps,0.0014009170,12.485281374238571,6,6,"(31, 5)","(37, 15)"
lazy_theta_star,0.0003368340,11.788289044567353,3,18,"(31, 5)","(37, 15)"
a_star,0.0001454580,8.414213562373096,9,9,"(37, 25)","(29, 26)"
dijkstra,0.0022470000,8.414213562373096,9,154,"(37, 25)","(29, 26)"
theta_star,0.0002025000,8.06225774829855,2,9,"(37, 25)","(29, 26)"
jps,0.0005431670,8.414213562373096,3,3,"(37, 25)","(29, 26)"
lazy_theta_star,0.0001654580,8.06225774829855,2,9,"(37, 25)","(29, 26)"
a_star,0.0032529590,31.313708498984763,29,191,"(47, 11)","(19, 3)"
dijkstra,0.0121559590,31.313708498984763,29,826,"(47, 11)","(19, 3)"
theta_star,0.0012278750,29.120439557122072,2,39,"(47, 11)","(19, 3)"
jps,0.0038605840,31.31370849898476,4,14,"(47, 11)","(19, 3)"
lazy_theta_star,0.0008735840,29.120439557122072,2,39,"(47, 11)","(19, 3)"
a_star,0.0002705420,16.414213562373096,17,17,"(29, 12)","(13, 13)"
dijkstra,0.0085171660,16.414213562373096,17,552,"(29, 12)","(13, 13)"
theta_star,0.0004450420,16.0312195418814,2,17,"(29, 12)","(13, 13)"
jps,0.0002530420,16.414213562373096,3,3,"(29, 12)","(13, 13)"
lazy_theta_star,0.0003507920,16.0312195418814,2,17,"(29, 12)","(13, 13)"
a_star,0.0028274580,27.72792206135786,25,197,"(6, 6)","(14, 3)"
dijkstra,0.0094127500,27.72792206135786,25,640,"(6, 6)","(14, 3)"
theta_star,0.0039717500,27.064297366879153,5,201,"(6, 6)","(14, 3)"
jps,0.0033000420,26.556349186104047,8,15,"(6, 6)","(14, 3)"
lazy_theta_star,0.0039898750,27.064297366879153,5,204,"(6, 6)","(14, 3)"
a_star,0.0029176250,25.656854249492383,25,199,"(29, 7)","(31, 25)"
dijkstra,0.0139723750,25.656854249492383,25,920,"(29, 7)","(31, 25)"
theta_star,0.0040736250,24.79669127533634,5,198,"(29, 7)","(31, 25)"
jps,0.0058629170,24.48528137423857,9,29,"(29, 7)","(31, 25)"
lazy_theta_star,0.0041199170,24.79669127533634,5,199,"(29, 7)","(31, 25)"
a_star,0.0015055420,29.899494936611667,28,109,"(9, 1)","(23, 21)"
dijkstra,0.0080907080,29.899494936611667,28,563,"(9, 1)","(23, 21)"
theta_star,0.0015798750,28.385164807134505,4,81,"(9, 1)","(23, 21)"
jps,0.0021378750,28.727922061357855,9,11,"(9, 1)","(23, 21)"
lazy_theta_star,0.0016075830,28.385164807134505,4,84,"(9, 1)","(23, 21)"
a_star,0.0010670830,28.48528137423857,27,76,"(9, 2)","(26, 5)"
dijkstra,0.0077710000,28.48528137423857,27,542,"(9, 2)","(26, 5)"
theta_star,0.0015837920,28.485281374238568,4,81,"(9, 2)","(26, 5)"
jps,0.0015538330,27.899494936611667,8,8,"(9, 2)","(26, 5)"
lazy_theta_star,0.0015222080,28.485281374238568,4,82,"(9, 2)","(26, 5)"
a_star,0.0005510000,14.82842712474619,15,35,"(40, 18)","(42, 4)"
dijkstra,0.0063998750,14.828427124746192,15,434,"(40, 18)","(42, 4)"
theta_star,0.0004063340,14.142135623730951,2,15,"(40, 18)","(42, 4)"
jps,0.0008039580,14.82842712474619,4,5,"(40, 18)","(42, 4)"
lazy_theta_star,0.0003044170,14.142135623730951,2,15,"(40, 18)","(42, 4)"
a_star,0.0000183750,1.4142135623730951,2,2,"(32, 7)","(31, 8)"
dijkstra,0.0000306660,1.4142135623730951,2,3,"(32, 7)","(31, 8)"
theta_star,0.0000180420,1.4142135623730951,2,2,"(32, 7)","(31, 8)"
jps,0.0003736670,1.4142135623730951,2,2,"(32, 7)","(31, 8)"
lazy_theta_star,0.0000245000,1.4142135623730951,2,2,"(32, 7)","(31, 8)"
a_star,0.0049953750,45.52691193458117,37,338,"(45, 29)","(13, 2)"
dijkstra,0.0182489160,45.52691193458117,37,1188,"(45, 29)","(13, 2)"
theta_star,0.0042902500,43.01089900895095,4,181,"(45, 29)","(13, 2)"
jps,0.0055960830,44.941125496954285,14,27,"(45, 29)","(13, 2)"
lazy_theta_star,0.0046902910,43.01089900895095,4,187,"(45, 29)","(13, 2)"
a_star,0.0008008340,21.384776310850242,17,53,"(15, 15)","(31, 2)"
dijkstra,0.0132392920,21.384776310850242,17,856,"(15, 15)","(31, 2)"
theta_star,0.0005197910,20.615528128088304,2,18,"(15, 15)","(31, 2)"
jps,0.0011412920,21.38477631085024,6,6,"(15, 15)","(31, 2)"
lazy_theta_star,0.0003825000,20.615528128088304,2,18,"(15, 15)","(31, 2)"
a_star,0.0010988750,20.970562748477146,17,72,"(49, 1)","(33, 13)"
dijkstra,0.0047157910,20.970562748477146,17,322,"(49, 1)","(33, 13)"
theta_star,0.0005342920,20.0,2,19,"(49, 1)","(33, 13)"
jps,0.0022238330,20.970562748477143,7,7,"(49, 1)","(33, 13)"
lazy_theta_star,0.0003970840,20.0,2,19,"(49, 1)","(33, 13)"
a_star,0.0018918750,31.242640687119287,31,122,"(38, 26)","(8, 23)"
dijkstra,0.0147602090,31.242640687119287,31,971,"(38, 26)","(8, 23)"
theta_star,0.0009968750,30.14962686336267,2,34,"(38, 26)","(8, 23)"
jps,0.0011973330,31.242640687119284,5,5,"(38, 26)","(8, 23)"
lazy_theta_star,0.0007190410,30.14962686336267,2,34,"(38, 26)","(8, 23)"
a_star,0.0002045000,13.414213562373096,14,14,"(24, 8)","(25, 21)"
dijkstra,0.0057015420,13.414213562373096,14,377,"(24, 8)","(25, 21)"
theta_star,0.0004737920,13.23606797749979,3,22,"(24, 8)","(25, 21)"
jps,0.0007725000,13.414213562373096,5,5,"(24, 8)","(25, 21)"
lazy_theta_star,0.0004857500,13.123105625617661,3,21,"(24, 8)","(25, 21)"
a_star,0.0006191670,14.071067811865477,13,41,"(25, 7)","(13, 2)"
dijkstra,0.0061317080,14.071067811865477,13,380,"(25, 7)","(13, 2)"
theta_star,0.0003994170,13.0,2,16,"(25, 7)","(13, 2)"
jps,0.0010429590,14.071067811865476,3,4,"(25, 7)","(13, 2)"
lazy_theta_star,0.0003372080,13.0,2,16,"(25, 7)","(13, 2)"
a_star,0.0000227920,1.4142135623730951,2,2,"(14, 29)","(15, 28)"
dijkstra,0.0000502920,1.4142135623730951,2,4,"(14, 29)","(15, 28)"
theta_star,0.0000173330,1.4142135623730951,2,2,"(14, 29)","(15, 28)"
jps,0.0001526670,1.4142135623730951,2,2,"(14, 29)","(15, 28)"
lazy_theta_star,0.0000194170,1.4142135623730951,2,2,"(14, 29)","(15, 28)"
a_star,0.0032005830,33.31370849898477,31,180,"(38, 5)","(8, 13)"
dijkstra,0.0149402090,33.31370849898476,31,1005,"(38, 5)","(8, 13)"
theta_star,0.0012020000,31.07865204500667,3,50,"(38, 5)","(8, 13)"
jps,0.0024478330,33.31370849898476,9,9,"(38, 5)","(8, 13)"
lazy_theta_star,0.0010772500,31.07865204500667,3,50,"(38, 5)","(8, 13)"
a_star,0.0090924170,50.48528137423857,49,587,"(5, 28)","(47, 16)"
dijkstra,0.0190160410,50.48528137423857,49,1282,"(5, 28)","(47, 16)"
theta_star,0.0134331250,48.60204741172103,3,564,"(5, 28)","(47, 16)"
jps,0.0173733750,49.89949493661167,6,80,"(5, 28)","(47, 16)"
lazy_theta_star,0.0141565840,48.60204741172103,3,566,"(5, 28)","(47, 16)"
a_star,0.0001276670,6.414213562373095,7,10,"(24, 23)","(28, 20)"
dijkstra,0.0015695000,6.414213562373095,7,106,"(24, 23)","(28, 20)"
theta_star,0.0001703340,6.16227766016838,3,9,"(24, 23)","(28, 20)"
jps,0.0006284590,5.82842712474619,5,5,"(24, 23)","(28, 20)"
lazy_theta_star,0.0002164580,6.16227766016838,3,11,"(24, 23)","(28, 20)"
a_star,0.0001017500,8.485281374238571,7,7,"(29, 8)","(35, 2)"
dijkstra,0.0019541670,8.485281374238571,7,137,"(29, 8)","(35, 2)"
theta_star,0.0001495830,8.485281374238571,4,7,"(29, 8)","(35, 2)"
jps,0.0003024580,8.48528137423857,2,2,"(29, 8)","(35, 2)"
lazy_theta_star,0.0001296250,8.485281374238571,4,7,"(29, 8)","(35, 2)"
a_star,0.0023444580,29.970562748477146,26,141,"(34, 17)","(9, 29)"
dijkstra,0.0170559170,29.970562748477146,26,1137,"(34, 17)","(9, 29)"
theta_star,0.0008395000,27.762664094306608,3,35,"(34, 17)","(9, 29)"
jps,0.0027093750,29.97056274847714,7,15,"(34, 17)","(9, 29)"
lazy_theta_star,0.0008057500,27.7355218160931,3,39,"(34, 17)","(9, 29)"
a_star,0.0069030000,40.21320343559643,35,452,"(16, 9)","(46, 22)"
dijkstra,0.0194700840,40.21320343559643,35,1318,"(16, 9)","(46, 22)"
theta_star,0.0083486660,37.67924866063312,6,378,"(16, 9)","(46, 22)"
jps,0.0112372920,38.45584412271571,13,54,"(16, 9)","(46, 22)"
lazy_theta_star,0.0089692500,37.67924866063312,6,383,"(16, 9)","(46, 22)"
a_star,0.0043657910,35.384776310850235,31,299,"(17, 5)","(37, 28)"
dijkstra,0.0187639170,35.38477631085024,31,1227,"(17, 5)","(37, 28)"
theta_star,0.0042047090,33.14297132366664,4,203,"(17, 5)","(37, 28)"
jps,0.0062849590,34.213203435596434,12,32,"(17, 5)","(37, 28)"
lazy_theta_star,0.0044908750,33.031280392259404,5,196,"(17, 5)","(37, 28)"
a_star,0.0058754590,41.31370849898477,39,387,"(11, 20)","(47, 20)"
dijkstra,0.0186577500,41.31370849898477,39,1267,"(11, 20)","(47, 20)"
theta_star,0.0078824580,39.26952489188495,5,346,"(11, 20)","(47, 20)"
jps,0.0123402080,40.72792206135785,10,63,"(11, 20)","(47, 20)"
lazy_theta_star,0.0088476670,39.26952489188495,5,347,"(11, 20)","(47, 20)"
a_star,0.0018550000,28.55634918610405,25,132,"(29, 19)","(6, 7)"
dijkstra,0.0187058340,28.55634918610405,25,1232,"(29, 19)","(6, 7)"
theta_star,0.0015633750,26.452870593055714,3,74,"(29, 19)","(6, 7)"
jps,0.0021469580,27.970562748477143,9,14,"(29, 19)","(6, 7)"
lazy_theta_star,0.0016277500,26.469249629366868,4,79,"(29, 19)","(6, 7)"
a_star,0.0001640410,10.414213562373096,11,11,"(48, 17)","(49, 27)"
dijkstra,0.0016776670,10.414213562373096,11,121,"(48, 17)","(49, 27)"
theta_star,0.0002171670,10.04987562112089,2,11,"(48, 17)","(49, 27)"
jps,0.0003288340,10.414213562373096,3,3,"(48, 17)","(49, 27)"
lazy_theta_star,0.0001915000,10.04987562112089,2,11,"(48, 17)","(49, 27)"
a_star,0.0064873750,42.727922061357845,40,409,"(47, 6)","(9, 16)"
dijkstra,0.0162708340,42.727922061357845,40,1074,"(47, 6)","(9, 16)"
theta_star,0.0058492090,40.24636607952844,4,244,"(47, 6)","(9, 16)"
jps,0.0043317090,42.14213562373095,7,16,"(47, 6)","(9, 16)"
lazy_theta_star,0.0057260000,40.24636607952844,4,247,"(47, 6)","(9, 16)"
a_star,0.0007042500,16.242640687119287,16,44,"(20, 26)","(5, 29)"
dijkstra,0.0061886250,16.242640687119287,16,403,"(20, 26)","(5, 29)"
theta_star,0.0004067080,15.297058540778355,2,16,"(20, 26)","(5, 29)"
jps,0.0005648750,16.242640687119284,3,3,"(20, 26)","(5, 29)"
lazy_theta_star,0.0003534170,15.297058540778355,2,16,"(20, 26)","(5, 29)"
a_star,0.0050632090,36.31370849898477,34,327,"(33, 17)","(7, 2)"
dijkstra,0.0217070000,36.31370849898477,34,1314,"(33, 17)","(7, 2)"
theta_star,0.0058051250,34.3750388786964,4,218,"(33, 17)","(7, 2)"
jps,0.0085387500,35.72792206135786,9,38,"(33, 17)","(7, 2)"
lazy_theta_star,0.0052123750,34.3750388786964,4,220,"(33, 17)","(7, 2)"
a_star,0.0001455840,8.414213562373096,9,9,"(21, 9)","(22, 1)"
dijkstra,0.0027466250,8.414213562373096,9,184,"(21, 9)","(22, 1)"
theta_star,0.0002179160,8.06225774829855,2,9,"(21, 9)","(22, 1)"
jps,0.0006723750,8.414213562373096,3,3,"(21, 9)","(22, 1)"
lazy_theta_star,0.0001950830,8.06225774829855,2,9,"(21, 9)","(22, 1)"
a_star,0.0011522920,14.899494936611669,13,81,"(15, 28)","(15, 19)"
dijkstra,0.0044052920,14.899494936611669,13,306,"(15, 28)","(15, 19)"
theta_star,0.0015489590,13.69659919327933,4,77,"(15, 28)","(15, 19)"
jps,0.0012999590,14.31370849898476,7,8,"(15, 28)","(15, 19)"
lazy_theta_star,0.0014514170,13.69659919327933,4,76,"(15, 28)","(15, 19)"
a_star,0.0007792920,13.242640687119286,13,50,"(22, 25)","(18, 14)"
dijkstra,0.0050858750,13.242640687119286,13,305,"(22, 25)","(18, 14)"
theta_star,0.0008791660,12.434107004685359,3,40,"(22, 25)","(18, 14)"
jps,0.0010225830,12.65685424949238,6,7,"(22, 25)","(18, 14)"
lazy_theta_star,0.0008700410,12.434107004685359,3,37,"(22, 25)","(18, 14)"
a_star,0.0020583330,28.07106781186548,27,126,"(35, 27)","(40, 1)"
dijkstra,0.0136603750,28.07106781186548,27,894,"(35, 27)","(40, 1)"
theta_star,0.0009955420,26.476404589747453,2,32,"(35, 27)","(40, 1)"
jps,0.0023359580,28.071067811865476,4,11,"(35, 27)","(40, 1)"
lazy_theta_star,0.0007239170,26.476404589747453,2,32,"(35, 27)","(40, 1)"
a_star,0.0004639160,26.82842712474619,27,32,"(46, 13)","(20, 11)"
dijkstra,0.0105732080,26.82842712474619,27,698,"(46, 13)","(20, 11)"
theta_star,0.0007263340,26.605551275463988,3,32,"(46, 13)","(20, 11)"
jps,0.0007402500,26.82842712474619,5,5,"(46, 13)","(20, 11)"
lazy_theta_star,0.0006017080,26.605551275463988,3,32,"(46, 13)","(20, 11)"
a_star,0.0004517080,24.0,25,25,"(42, 4)","(18, 4)"
dijkstra,0.0094531250,24.0,25,623,"(42, 4)","(18, 4)"
theta_star,0.0007486660,24.0,2,25,"(42, 4)","(18, 4)"
jps,0.0004688750,24.0,2,2,"(42, 4)","(18, 4)"
lazy_theta_star,0.0005415410,24.0,2,25,"(42, 4)","(18, 4)"
a_star,0.0001023340,6.0,7,7,"(3, 21)","(9, 21)"
dijkstra,0.0011148750,6.0,7,79,"(3, 21)","(9, 21)"
theta_star,0.0001615410,6.0,2,7,"(3, 21)","(9, 21)"
jps,0.0003323330,6.0,2,2,"(3, 21)","(9, 21)"
lazy_theta_star,0.0001335000,6.0,2,7,"(3, 21)","(9, 21)"
a_star,0.0003592090,20.414213562373096,21,21,"(38, 3)","(39, 23)"
dijkstra,0.0079779160,20.414213562373096,21,525,"(38, 3)","(39, 23)"
theta_star,0.0005818750,20.024984394500787,2,21,"(38, 3)","(39, 23)"
jps,0.0007370830,20.414213562373096,3,3,"(38, 3)","(39, 23)"
lazy_theta_star,0.0004265420,20.024984394500787,2,21,"(38, 3)","(39, 23)"
a_star,0.0003325830,17.414213562373096,18,18,"(6, 28)","(23, 29)"
dijkstra,0.0049824580,17.414213562373096,18,300,"(6, 28)","(23, 29)"
theta_star,0.0003908750,17.029386365926403,2,18,"(6, 28)","(23, 29)"
jps,0.0007926250,17.414213562373096,3,3,"(6, 28)","(23, 29)"
lazy_theta_star,0.0003449580,17.029386365926403,2,18,"(6, 28)","(23, 29)"
a_star,0.0011894170,23.656854249492383,23,78,"(2, 24)","(24, 20)"
dijkstra,0.0071522920,23.656854249492383,23,489,"(2, 24)","(24, 20)"
theta_star,0.0010218750,22.525237790910438,3,45,"(2, 24)","(24, 20)"
jps,0.0019237500,23.656854249492383,6,11,"(2, 24)","(24, 20)"
lazy_theta_star,0.0008665420,22.525237790910438,3,45,"(2, 24)","(24, 20)"
a_star,0.0009255420,14.242640687119287,14,61,"(19, 20)","(10, 15)"
dijkstra,0.0063136670,14.242640687119287,14,421,"(19, 20)","(10, 15)"
theta_star,0.0010633330,13.44030650891055,4,57,"(19, 20)","(10, 15)"
jps,0.0014210410,13.071067811865476,5,9,"(19, 20)","(10, 15)"
lazy_theta_star,0.0011656670,13.44030650891055,4,57,"(19, 20)","(10, 15)"
a_star,0.0040313750,41.89949493661167,40,267,"(1, 26)","(40, 19)"
dijkstra,0.0149822500,41.89949493661167,40,1009,"(1, 26)","(40, 19)"
theta_star,0.0023260830,39.66509305889723,4,95,"(1, 26)","(40, 19)"
jps,0.0036328750,41.89949493661167,8,17,"(1, 26)","(40, 19)"
lazy_theta_star,0.0015123750,39.66509305889723,4,71,"(1, 26)","(40, 19)"
a_star,0.0016375830,34.14213562373095,31,109,"(8, 3)","(31, 2)"
dijkstra,0.0119165830,34.14213562373095,31,806,"(8, 3)","(31, 2)"
theta_star,0.0018635000,33.274928151850446,4,89,"(8, 3)","(31, 2)"
jps,0.0019284170,33.55634918610404,9,9,"(8, 3)","(31, 2)"
lazy_theta_star,0.0016782910,33.274928151850446,4,90,"(8, 3)","(31, 2)"
a_star,0.0049197920,40.97056274847713,37,323,"(43, 10)","(7, 22)"
dijkstra,0.0178694580,40.970562748477136,37,1172,"(43, 10)","(7, 22)"
theta_star,0.0018735830,37.99582408924506,3,75,"(43, 10)","(7, 22)"
jps,0.0108045830,40.97056274847714,10,48,"(43, 10)","(7, 22)"
lazy_theta_star,0.0016782920,38.03165901523873,3,76,"(43, 10)","(7, 22)"
a_star,0.0009594580,17.656854249492383,17,58,"(2, 20)","(6, 4)"
dijkstra,0.0053977090,17.656854249492383,17,370,"(2, 20)","(6, 4)"
theta_star,0.0005184170,16.492422502470642,2,19,"(2, 20)","(6, 4)"
jps,0.0007788750,17.65685424949238,4,4,"(2, 20)","(6, 4)"
lazy_theta_star,0.0004100830,16.492422502470642,2,19,"(2, 20)","(6, 4)"
a_star,0.0013341250,21.071067811865476,20,84,"(4, 22)","(9, 3)"
dijkstra,0.0074642920,21.071067811865476,20,481,"(4, 22)","(9, 3)"
theta_star,0.0006721670,19.6468827043885,2,24,"(4, 22)","(9, 3)"
jps,0.0011277500,21.071067811865476,5,5,"(4, 22)","(9, 3)"
lazy_theta_star,0.0005309170,19.6468827043885,2,24,"(4, 22)","(9, 3)"
a_star,0.0014456670,35.82842712474619,36,92,"(36, 13)","(1, 11)"
dijkstra,0.0193627910,35.82842712474619,36,1234,"(36, 13)","(1, 11)"
theta_star,0.0011450830,35.05709628591621,2,36,"(36, 13)","(1, 11)"
jps,0.0013635420,35.828427124746185,6,7,"(36, 13)","(1, 11)"
lazy_theta_star,0.0008001250,35.05709628591621,2,36,"(36, 13)","(1, 11)"
a_star,0.0000401670,2.414213562373095,3,3,"(44, 3)","(42, 4)"
dijkstra,0.0002034590,2.414213562373095,3,15,"(44, 3)","(42, 4)"
theta_star,0.0000474580,2.23606797749979,2,3,"(44, 3)","(42, 4)"
jps,0.0005350000,2.414213562373095,3,3,"(44, 3)","(42, 4)"
lazy_theta_star,0.0000411250,2.23606797749979,2,3,"(44, 3)","(42, 4)"
a_star,0.0001015830,5.414213562373095,6,6,"(3, 15)","(2, 10)"
dijkstra,0.0009691250,5.414213562373095,6,65,"(3, 15)","(2, 10)"
theta_star,0.0001485000,5.0990195135927845,2,6,"(3, 15)","(2, 10)"
jps,0.0005171250,5.414213562373095,3,3,"(3, 15)","(2, 10)"
lazy_theta_star,0.0001139170,5.0990195135927845,2,6,"(3, 15)","(2, 10)"
a_star,0.0039621670,29.970562748477146,26,233,"(27, 4)","(8, 22)"
dijkstra,0.0172585840,29.970562748477146,26,1108,"(27, 4)","(8, 22)"
theta_star,0.0033322910,27.7648230602334,3,148,"(27, 4)","(8, 22)"
jps,0.0051708750,29.384776310850235,9,26,"(27, 4)","(8, 22)"
lazy_theta_star,0.0034688330,27.7648230602334,3,148,"(27, 4)","(8, 22)"
a_star,0.0037186670,39.970562748477136,36,247,"(5, 29)","(40, 17)"
dijkstra,0.0148641250,39.970562748477136,36,979,"(5, 29)","(40, 17)"
theta_star,0.0020023750,37.06483392479804,3,71,"(5, 29)","(40, 17)"
jps,0.0038796250,39.97056274847714,10,17,"(5, 29)","(40, 17)"
lazy_theta_star,0.0016093750,37.06483392479804,3,71,"(5, 29)","(40, 17)"
a_star,0.0001214590,8.0,9,9,"(20, 11)","(12, 11)"
dijkstra,0.0022375410,8.0,9,153,"(20, 11)","(12, 11)"
theta_star,0.0001450830,8.0,2,9,"(20, 11)","(12, 11)"
jps,0.0002704170,8.0,2,2,"(20, 11)","(12, 11)"
lazy_theta_star,0.0001680830,8.0,2,9,"(20, 11)","(12, 11)"
a_star,0.0003429580,13.899494936611667,12,22,"(28, 12)","(17, 5)"
dijkstra,0.0062744170,13.899494936611667,12,382,"(28, 12)","(17, 5)"
theta_star,0.0002955420,13.195414483041159,3,13,"(28, 12)","(17, 5)"
jps,0.0009308750,13.899494936611667,6,6,"(28, 12)","(17, 5)"
lazy_theta_star,0.0003406250,13.195414483041159,3,16,"(28, 12)","(17, 5)"
a_star,0.0038902920,36.89949493661167,35,250,"(38, 14)","(5, 6)"
dijkstra,0.0187584580,36.89949493661167,35,1217,"(38, 14)","(5, 6)"
theta_star,0.0042362080,35.55788371165935,3,189,"(38, 14)","(5, 6)"
jps,0.0045409170,36.31370849898476,5,20,"(38, 14)","(5, 6)"
lazy_theta_star,0.0042099160,35.55788371165935,3,190,"(38, 14)","(5, 6)"
a_star,0.0014978330,26.656854249492383,26,100,"(42, 2)","(38, 27)"
dijkstra,0.0101994170,26.656854249492383,26,667,"(42, 2)","(38, 27)"
theta_star,0.0009030840,25.317977802344327,2,30,"(42, 2)","(38, 27)"
jps,0.0012299160,26.65685424949238,3,4,"(42, 2)","(38, 27)"
lazy_theta_star,0.0006892920,25.317977802344327,2,30,"(42, 2)","(38, 27)"
a_star,0.0000867080,5.0,6,6,"(27, 25)","(22, 25)"
dijkstra,0.0008391670,5.0,6,59,"(27, 25)","(22, 25)"
theta_star,0.0001529170,5.0,2,6,"(27, 25)","(22, 25)"
jps,0.0003022920,5.0,2,2,"(27, 25)","(22, 25)"
lazy_theta_star,0.0001147910,5.0,2,6,"(27, 25)","(22, 25)"
a_star,0.0009199590,20.242640687119287,20,62,"(11, 23)","(6, 6)"
dijkstra,0.0078716670,20.242640687119287,20,524,"(11, 23)","(6, 6)"
theta_star,0.0006137910,19.286793156765476,3,24,"(11, 23)","(6, 6)"
jps,0.0015088330,19.65685424949238,5,8,"(11, 23)","(6, 6)"
lazy_theta_star,0.0004987080,19.286793156765476,3,24,"(11, 23)","(6, 6)"
a_star,0.0041958750,45.62741699796951,40,276,"(5, 9)","(44, 25)"
dijkstra,0.0190406250,45.62741699796952,40,1232,"(5, 9)","(44, 25)"
theta_star,0.0024657920,42.16227766016838,3,105,"(5, 9)","(44, 25)"
jps,0.0070654590,45.627416997969526,12,38,"(5, 9)","(44, 25)"
lazy_theta_star,0.0040707500,42.24803601084045,4,127,"(5, 9)","(44, 25)"
a_star,0.0041942090,29.82842712474619,30,287,"(26, 26)","(45, 14)"
dijkstra,0.0172447080,29.82842712474619,30,1130,"(26, 26)","(45, 14)"
theta_star,0.0056827080,28.462571360579055,5,267,"(26, 26)","(45, 14)"
jps,0.0079936250,28.798989873223334,11,35,"(26, 26)","(45, 14)"
lazy_theta_star,0.0057547500,28.462571360579055,5,269,"(26, 26)","(45, 14)"
a_star,0.0011584170,16.65685424949238,16,81,"(5, 29)","(10, 15)"
dijkstra,0.0035865000,16.656854249492383,16,252,"(5, 29)","(10, 15)"
theta_star,0.0012247080,15.560219778561036,3,51,"(5, 29)","(10, 15)"
jps,0.0015350000,16.071067811865476,5,5,"(5, 29)","(10, 15)"
lazy_theta_star,0.0016527920,15.560219778561036,3,52,"(5, 29)","(10, 15)"
a_star,0.0025855000,24.89949493661167,23,175,"(22, 8)","(36, 23)"
dijkstra,0.0151259580,24.899494936611667,23,993,"(22, 8)","(36, 23)"
theta_star,0.0026555000,23.075228049686842,4,129,"(22, 8)","(36, 23)"
jps,0.0037831250,23.72792206135786,9,20,"(22, 8)","(36, 23)"
lazy_theta_star,0.0025486250,23.075228049686842,4,129,"(22, 8)","(36, 23)"
a_star,0.0003061670,10.656854249492381,10,22,"(39, 24)","(48, 28)"
dijkstra,0.0033046660,10.65685424949238,10,228,"(39, 24)","(48, 28)"
theta_star,0.0002815830,9.848857801796104,2,12,"(39, 24)","(48, 28)"
jps,0.0012949580,10.65685424949238,5,5,"(39, 24)","(48, 28)"
lazy_theta_star,0.0002360000,9.848857801796104,2,12,"(39, 24)","(48, 28)"
a_star,0.0002483750,10.414213562373096,11,19,"(16, 24)","(20, 17)"
dijkstra,0.0024804170,10.414213562373096,11,177,"(16, 24)","(20, 17)"
